,stock_ticker,price,sma_50,sma_150,sma_200,sma_200_20_days_before,low_of_52_weeks,high_of_52_weeks,rs_rating,is_pass_condition_1,is_pass_condition_2,is_pass_condition_3,is_pass_condition_4,is_pass_condition_5,is_pass_condition_6,is_pass_condition_7,is_pass_condition_8,is_pass_all_conditions
12,AAON,87.9,84.81,71.09,69.43,67.14,52.73,92.88,103.97,True,True,True,True,True,True,True,True,True
19,ABCB,47.35,46.44,44.99,43.78,42.61,28.6,53.53,77.78,True,True,True,True,True,True,True,True,True
49,ACGL,93.83,89.74,83.99,82.39,80.49,69.67,94.9,97.62,True,True,True,True,True,True,True,True,True
59,ACIW,33.11,31.86,28.11,26.95,26.03,19.75,33.83,97.62,True,True,True,True,True,True,True,True,True
66,ACNT,10.49,10.36,9.33,9.24,9.13,7.35,10.9,76.19,True,True,True,True,True,True,True,True,True
69,ACR,13.74,12.18,9.81,9.52,9.01,6.99,14.23,84.92,True,True,True,True,True,True,True,True,True
74,ACT,29.97,29.05,27.98,27.7,27.12,21.13,31.18,97.62,True,True,True,True,True,True,True,True,True
75,ACTG,5.02,4.62,4.04,4.0,3.92,3.46,5.37,79.37,True,True,True,True,True,True,True,True,True
84,ADCT,5.0,4.63,2.47,2.19,1.96,0.47,5.29,77.78,True,True,True,True,True,True,True,True,True
90,ADMA,6.36,5.97,4.7,4.5,4.27,3.08,6.74,86.51,True,True,True,True,True,True,True,True,True
96,ADSE,10.86,10.32,8.04,7.74,7.3,2.0,11.17,82.54,True,True,True,True,True,True,True,True,True
99,ADTH,3.18,3.11,2.08,1.91,1.75,1.13,3.72,84.13,True,True,True,True,True,True,True,True,True
103,ADV,4.65,4.09,3.45,3.25,3.06,1.17,4.65,104.76,True,True,True,True,True,True,True,True,True
112,AEG,6.16,5.89,5.53,5.42,5.3,4.05,6.3,109.52,True,True,True,True,True,True,True,True,True
117,AEL,56.03,55.4,54.62,54.26,53.37,36.88,56.03,98.41,True,True,True,True,True,True,True,True,True
118,AEM,62.69,55.4,51.27,50.5,49.25,42.71,63.84,87.3,True,True,True,True,True,True,True,True,True
124,AER,85.32,82.46,73.07,70.54,68.32,54.02,87.63,98.41,True,True,True,True,True,True,True,True,True
129,AEYE,12.8,9.2,6.21,5.93,5.34,3.95,14.74,73.81,True,True,True,True,True,True,True,True,True
133,AFBI,16.9,16.54,15.63,15.2,14.78,11.56,17.15,84.13,True,True,True,True,True,True,True,True,True
143,AFL,83.9,82.21,80.72,78.79,77.32,63.12,85.86,116.67,True,True,True,True,True,True,True,True,True
147,AFT,14.41,14.02,13.1,12.84,12.59,11.04,14.43,110.32,True,True,True,True,True,True,True,True,True
156,AGI,14.97,13.51,13.02,12.76,12.47,10.88,15.37,90.48,True,True,True,True,True,True,True,True,True
159,AGM,188.88,185.53,173.0,169.99,165.75,120.31,197.11,103.97,True,True,True,True,True,True,True,True,True
163,AGNCM,24.56,24.43,23.35,22.98,22.63,18.86,24.73,103.17,True,True,True,True,True,True,True,True,True
173,AGX,61.78,50.32,46.77,45.06,43.56,36.89,61.92,98.41,True,True,True,True,True,True,True,True,True
174,AGYS,85.39,80.78,80.33,77.77,76.4,63.77,91.4,79.37,True,True,True,True,True,True,True,True,True
183,AIG,75.15,74.1,67.63,65.37,63.48,48.77,78.34,103.97,True,True,True,True,True,True,True,True,True
194,AIR,66.62,63.51,62.89,62.07,61.57,50.11,72.28,87.3,True,True,True,True,True,True,True,True,True
198,AIRI,5.2,4.7,3.7,3.57,3.42,2.65,5.7,79.37,True,True,True,True,True,True,True,True,True
215,AKA,11.22,10.7,8.93,8.12,7.59,3.85,13.65,83.33,True,True,True,True,True,True,True,True,True
220,AKR,17.52,16.56,15.72,15.47,15.17,12.01,17.52,93.65,True,True,True,True,True,True,True,True,True
225,AL,50.05,45.79,41.05,40.98,40.14,33.44,51.44,97.62,True,True,True,True,True,True,True,True,True
227,ALAR,26.6,19.26,10.48,8.53,6.52,1.92,26.6,92.06,True,True,True,True,True,True,True,True,True
249,ALKT,24.73,24.31,22.51,21.05,20.29,11.01,26.45,92.06,True,True,True,True,True,True,True,True,True
250,ALL,175.17,163.93,144.17,134.71,128.75,99.11,175.41,92.86,True,True,True,True,True,True,True,True,True
257,ALLY,40.11,37.77,32.34,31.14,29.99,22.29,40.6,92.86,True,True,True,True,True,True,True,True,True
260,ALOT,17.75,17.43,15.65,15.29,15.03,11.81,18.0,84.92,True,True,True,True,True,True,True,True,True
261,ALPN,64.67,41.26,24.49,21.51,17.69,6.84,64.67,114.29,True,True,True,True,True,True,True,True,True
266,ALSN,79.74,76.77,63.38,62.13,59.59,44.68,82.58,111.11,True,True,True,True,True,True,True,True,True
274,ALV,117.75,116.78,105.72,102.99,99.78,79.47,123.51,104.76,True,True,True,True,True,True,True,True,True
278,ALXO,14.5,13.62,11.47,9.96,9.48,4.19,16.79,85.71,True,True,True,True,True,True,True,True,True
280,AM,13.77,13.52,12.63,12.32,11.99,9.27,14.34,88.89,True,True,True,True,True,True,True,True,True
287,AMBP,3.68,3.44,3.39,3.36,3.35,2.44,3.89,83.33,True,True,True,True,True,True,True,True,True
292,AME,179.76,179.36,163.18,161.47,159.17,132.88,184.91,97.62,True,True,True,True,True,True,True,True,True
294,AMG,161.91,160.8,146.14,144.71,143.15,121.52,169.52,94.44,True,True,True,True,True,True,True,True,True
298,AMK,35.7,34.87,29.62,29.44,28.81,23.18,37.06,88.1,True,True,True,True,True,True,True,True,True
321,AMTB,22.6,21.92,21.34,20.78,20.43,15.9,25.46,72.22,True,True,True,True,True,True,True,True,True
330,ANDE,59.69,55.37,53.03,52.18,50.98,35.71,59.69,105.56,True,True,True,True,True,True,True,True,True
338,ANIP,66.11,65.01,58.79,58.54,57.12,37.29,69.69,92.86,True,True,True,True,True,True,True,True,True
351,AOMR,11.77,10.68,9.79,9.47,9.1,6.33,11.77,112.7,True,True,True,True,True,True,True,True,True
354,AORT,20.54,20.02,17.38,17.13,16.68,12.33,21.64,82.54,True,True,True,True,True,True,True,True,True
355,AOS,87.22,85.31,78.06,76.35,74.7,63.13,89.88,94.44,True,True,True,True,True,True,True,True,True
365,APEI,13.45,12.59,9.25,8.22,7.39,3.89,15.57,79.37,True,True,True,True,True,True,True,True,True
366,APG,37.76,37.63,32.26,31.17,29.97,21.65,39.57,107.14,True,True,True,True,True,True,True,True,True
368,APH,113.66,110.86,97.39,94.56,91.46,72.3,117.38,94.44,True,True,True,True,True,True,True,True,True
377,APO,112.94,111.1,97.68,93.89,90.38,56.84,116.06,124.6,True,True,True,True,True,True,True,True,True
378,APOG,60.42,57.26,51.3,50.57,49.27,36.35,60.42,91.27,True,True,True,True,True,True,True,True,True
380,APP,71.2,65.46,48.56,45.32,40.77,15.44,78.24,99.21,True,True,True,True,True,True,True,True,True
385,APT,5.98,5.94,5.12,4.88,4.65,3.69,6.82,78.57,True,True,True,True,True,True,True,True,True
406,ARCB,142.89,140.42,122.18,118.18,113.08,83.54,151.75,84.13,True,True,True,True,True,True,True,True,True
411,ARDC,13.94,13.77,12.88,12.58,12.31,10.52,14.15,115.08,True,True,True,True,True,True,True,True,True
417,ARES,133.96,132.78,117.87,113.14,109.29,77.24,136.58,104.76,True,True,True,True,True,True,True,True,True
420,ARHS,14.45,14.13,11.16,10.96,10.4,6.58,16.27,97.62,True,True,True,True,True,True,True,True,True
421,ARI,10.91,10.73,10.45,10.33,10.25,8.15,11.93,88.1,True,True,True,True,True,True,True,True,True
429,ARMK,32.36,31.43,28.71,28.53,28.3,23.86,32.65,83.33,True,True,True,True,True,True,True,True,True
430,ARMN,3.93,3.32,2.98,2.83,2.7,2.05,3.94,82.54,True,True,True,True,True,True,True,True,True
432,AROC,19.75,18.94,15.7,14.71,13.73,8.71,21.08,105.56,True,True,True,True,True,True,True,True,True
434,ARQ,6.75,5.24,3.34,3.01,2.51,1.25,7.56,96.83,True,True,True,True,True,True,True,True,True
451,ASB,21.18,20.66,19.21,18.7,18.25,13.78,21.77,77.78,True,True,True,True,True,True,True,True,True
453,ASC,16.24,16.14,14.56,14.03,13.62,11.25,16.94,89.68,True,True,True,True,True,True,True,True,True
457,ASGN,100.68,99.18,91.98,88.91,86.49,63.85,104.76,95.24,True,True,True,True,True,True,True,True,True
471,ASR,324.15,306.29,268.63,267.95,264.13,193.64,331.34,79.37,True,True,True,True,True,True,True,True,True
504,ATKR,175.99,170.39,151.72,151.65,148.59,116.52,193.58,99.21,True,True,True,True,True,True,True,True,True
512,ATMU,31.11,27.57,23.65,23.54,22.52,18.5,33.25,93.65,True,True,True,True,True,True,True,True,True
551,AVAV,156.59,144.76,129.22,121.65,116.62,90.26,182.25,85.71,True,True,True,True,True,True,True,True,True
565,AVPT,7.88,7.85,7.77,7.4,7.22,4.1,8.5,88.89,True,True,True,True,True,True,True,True,True
569,AVTR,25.71,24.94,22.39,22.13,21.64,17.15,26.07,92.86,True,True,True,True,True,True,True,True,True
582,AX,51.94,51.43,46.93,46.03,44.92,33.36,56.88,70.63,True,True,True,True,True,True,True,True,True
589,AXP,236.1,220.14,185.58,179.94,174.79,140.42,236.1,100.0,True,True,True,True,True,True,True,True,True
607,AZZ,81.51,74.64,59.47,56.0,52.49,34.48,81.88,107.14,True,True,True,True,True,True,True,True,True
611,BAC,38.22,35.7,31.79,31.18,30.34,24.8,38.22,88.89,True,True,True,True,True,True,True,True,True
618,BALL,65.49,64.61,56.63,56.16,55.16,42.53,67.84,80.95,True,True,True,True,True,True,True,True,True
627,BANX,18.65,18.39,17.34,16.79,16.45,12.78,19.04,83.33,True,True,True,True,True,True,True,True,True
640,BBAR,9.73,7.53,5.72,5.59,5.28,3.61,9.73,89.68,True,True,True,True,True,True,True,True,True
643,BBDC,9.4,9.22,8.76,8.56,8.36,6.4,9.69,98.41,True,True,True,True,True,True,True,True,True
648,BBLGW,23.04,14.02,8.48,7.17,5.7,0.02,25.01,111.9,True,True,True,True,True,True,True,True,True
650,BBSI,123.6,119.71,109.52,105.22,101.83,77.54,126.72,103.97,True,True,True,True,True,True,True,True,True
653,BBVA,11.35,10.58,9.1,8.66,8.27,6.15,11.53,107.94,True,True,True,True,True,True,True,True,True
654,BBW,29.47,26.31,25.15,25.06,24.31,18.06,29.87,85.71,True,True,True,True,True,True,True,True,True
670,BCO,89.09,85.48,80.26,78.17,76.33,59.62,92.38,97.62,True,True,True,True,True,True,True,True,True
675,BCS,9.64,8.88,7.72,7.65,7.46,6.05,9.87,95.24,True,True,True,True,True,True,True,True,True
678,BCSF,16.11,15.37,14.83,14.6,14.26,9.97,16.11,119.84,True,True,True,True,True,True,True,True,True
694,BECN,97.11,91.67,83.92,83.29,81.6,57.24,102.05,98.41,True,True,True,True,True,True,True,True,True
695,BEDU,2.05,2.0,1.51,1.4,1.35,0.83,2.52,80.16,True,True,True,True,True,True,True,True,True
699,BELFA,70.25,68.69,60.0,58.15,56.84,32.9,78.7,91.27,True,True,True,True,True,True,True,True,True
716,BFIN,10.19,10.18,9.58,9.3,9.07,7.0,11.01,88.1,True,True,True,True,True,True,True,True,True
722,BFST,21.93,21.57,21.17,20.55,20.02,13.28,25.17,75.4,True,True,True,True,True,True,True,True,True
735,BGT,12.98,12.81,11.94,11.69,11.46,9.89,13.2,111.9,True,True,True,True,True,True,True,True,True
744,BHE,30.29,29.81,26.93,26.48,26.01,20.3,31.07,94.44,True,True,True,True,True,True,True,True,True
786,BK,57.22,55.79,50.4,48.79,47.51,38.61,57.66,104.76,True,True,True,True,True,True,True,True,True
787,BKD,6.81,6.2,5.34,5.0,4.76,3.39,6.92,83.33,True,True,True,True,True,True,True,True,True
788,BKDT,92.57,86.15,74.72,70.19,66.95,49.28,94.96,79.37,True,True,True,True,True,True,True,True,True
799,BKU,27.68,26.54,26.19,26.04,25.53,15.68,32.34,78.57,True,True,True,True,True,True,True,True,True
803,BLBD,35.99,34.29,26.39,25.13,23.74,17.58,38.38,110.32,True,True,True,True,True,True,True,True,True
824,BLX,29.86,27.99,24.81,24.25,23.37,16.74,30.24,110.32,True,True,True,True,True,True,True,True,True
826,BMA,54.1,43.68,30.68,28.81,26.16,14.99,54.1,101.59,True,True,True,True,True,True,True,True,True
853,BNTC,6.99,4.94,3.79,3.6,3.45,1.93,6.99,89.68,True,True,True,True,True,True,True,True,True
877,BPMC,92.18,89.67,75.33,69.85,67.11,43.96,99.79,103.17,True,True,True,True,True,True,True,True,True
878,BPOP,87.31,84.06,76.48,73.77,71.38,52.59,88.82,80.16,True,True,True,True,True,True,True,True,True
899,BRFS,3.36,3.18,2.74,2.54,2.41,1.19,3.47,89.68,True,True,True,True,True,True,True,True,True
933,BSVN,27.99,27.42,25.16,25.08,24.73,20.2,28.26,77.78,True,True,True,True,True,True,True,True,True
934,BSX,68.39,67.29,59.48,57.67,56.26,48.64,68.84,101.59,True,True,True,True,True,True,True,True,True
950,BTO,28.02,27.97,27.22,27.0,26.76,20.96,30.48,77.78,True,True,True,True,True,True,True,True,True
964,BUSE,23.19,22.8,21.88,21.46,21.16,16.23,24.87,75.4,True,True,True,True,True,True,True,True,True
965,BV,11.34,10.28,8.67,8.53,8.11,5.17,12.18,99.21,True,True,True,True,True,True,True,True,True
973,BWB,12.05,11.64,11.25,11.05,10.92,8.09,13.86,76.98,True,True,True,True,True,True,True,True,True
979,BWMX,19.57,17.81,15.22,14.95,14.29,10.11,20.45,102.38,True,True,True,True,True,True,True,True,True
988,BXSL,31.94,29.9,27.71,27.17,26.54,22.57,31.94,116.67,True,True,True,True,True,True,True,True,True
996,BYRN,12.77,12.67,7.71,6.68,5.83,2.24,14.99,84.13,True,True,True,True,True,True,True,True,True
999,BZ,18.56,17.54,15.96,15.89,15.58,13.01,20.79,73.02,True,True,True,True,True,True,True,True,True
1003,C,61.9,58.39,50.17,48.38,46.93,37.39,63.46,94.44,True,True,True,True,True,True,True,True,True
1004,CAAP,16.85,15.65,14.61,14.44,13.92,10.06,17.61,77.78,True,True,True,True,True,True,True,True,True
1010,CACI,383.68,370.73,341.63,340.6,336.79,294.1,383.68,106.35,True,True,True,True,True,True,True,True,True
1012,CADE,28.58,27.44,25.67,24.86,24.09,16.97,30.76,83.33,True,True,True,True,True,True,True,True,True
1013,CADL,5.76,2.83,1.66,1.54,1.21,0.68,7.28,84.92,True,True,True,True,True,True,True,True,True
1022,CALM,59.72,59.14,53.62,51.69,50.25,42.93,62.92,90.48,True,True,True,True,True,True,True,True,True
1030,CAPL,23.12,22.3,21.9,21.07,20.64,16.75,23.49,104.76,True,True,True,True,True,True,True,True,True
1036,CARG,23.15,22.87,21.46,21.09,21.02,15.5,24.49,97.62,True,True,True,True,True,True,True,True,True
1045,CASY,313.08,305.26,285.34,276.26,268.19,216.62,319.38,96.83,True,True,True,True,True,True,True,True,True
1046,CAT,363.22,346.19,294.94,288.47,276.37,202.01,377.92,103.97,True,True,True,True,True,True,True,True,True
1047,CATC,64.68,64.25,62.84,60.83,60.03,44.62,72.06,78.57,True,True,True,True,True,True,True,True,True
1049,CATX,1.6,1.19,0.65,0.61,0.53,0.21,1.6,95.24,True,True,True,True,True,True,True,True,True
1064,CBT,93.05,88.49,78.57,76.19,73.71,62.92,98.24,81.75,True,True,True,True,True,True,True,True,True
1067,CBZ,76.93,74.91,63.71,61.32,59.19,49.55,78.5,122.22,True,True,True,True,True,True,True,True,True
1069,CCAP,17.2,16.71,16.15,15.9,15.55,11.8,17.26,97.62,True,True,True,True,True,True,True,True,True
1074,CCD,21.8,21.34,19.3,19.2,19.09,16.11,22.36,95.24,True,True,True,True,True,True,True,True,True
1081,CCJ,47.89,44.0,43.27,41.18,39.54,26.05,50.56,90.48,True,True,True,True,True,True,True,True,True
1102,CDE,4.49,3.51,2.97,2.89,2.75,2.01,4.93,76.98,True,True,True,True,True,True,True,True,True
1111,CDRO,6.99,6.69,4.42,4.11,3.74,2.47,7.66,91.27,True,True,True,True,True,True,True,True,True
1122,CECO,23.4,22.16,19.64,18.05,17.09,10.76,24.02,86.51,True,True,True,True,True,True,True,True,True
1124,CEG,186.79,169.78,134.37,126.32,117.19,75.07,193.08,101.59,True,True,True,True,True,True,True,True,True
1127,CELC,18.08,17.6,14.27,13.17,12.42,8.7,21.6,86.51,True,True,True,True,True,True,True,True,True
1131,CEM,45.76,43.84,38.96,37.84,36.54,28.54,46.37,95.24,True,True,True,True,True,True,True,True,True
1135,CENX,17.74,13.35,10.2,9.71,8.97,5.79,17.99,83.33,True,True,True,True,True,True,True,True,True
1136,CEPU,10.29,8.95,7.77,7.31,6.96,4.86,10.85,86.51,True,True,True,True,True,True,True,True,True
1137,CERE,42.03,41.93,35.17,32.69,31.81,20.26,43.27,88.1,True,True,True,True,True,True,True,True,True
1153,CFG,34.73,33.36,30.06,29.57,28.74,22.18,36.29,80.16,True,True,True,True,True,True,True,True,True
1155,CFR,114.31,108.55,101.3,101.04,100.54,82.18,114.31,77.78,True,True,True,True,True,True,True,True,True
1157,CG,46.15,45.74,38.17,36.57,35.05,24.64,47.85,109.52,True,True,True,True,True,True,True,True,True
1161,CGBD,16.85,15.82,14.63,14.41,14.11,11.66,16.85,106.35,True,True,True,True,True,True,True,True,True
1172,CHCI,6.3,5.21,4.72,4.65,4.46,3.51,7.94,84.92,True,True,True,True,True,True,True,True,True
1194,CHRD,182.21,170.11,161.28,158.61,155.04,125.26,187.42,103.97,True,True,True,True,True,True,True,True,True
1207,CHW,6.32,6.28,5.71,5.68,5.59,4.84,6.55,88.1,True,True,True,True,True,True,True,True,True
1211,CI,356.59,348.11,312.75,304.93,296.77,238.31,364.08,116.67,True,True,True,True,True,True,True,True,True
1226,CION,11.36,10.79,10.37,10.21,10.05,7.85,11.36,92.86,True,True,True,True,True,True,True,True,True
1232,CIX,32.57,30.07,24.08,23.47,22.31,16.91,37.9,88.1,True,True,True,True,True,True,True,True,True
1236,CKX,14.4,13.43,13.01,12.5,12.17,9.42,14.4,91.27,True,True,True,True,True,True,True,True,True
1237,CL,88.56,86.69,79.5,78.03,76.85,67.62,89.53,97.62,True,True,True,True,True,True,True,True,True
1251,CLH,199.75,191.18,174.41,173.07,169.44,135.7,203.45,101.59,True,True,True,True,True,True,True,True,True
1255,CLMB,67.0,66.0,54.68,51.92,49.98,37.9,72.12,109.52,True,True,True,True,True,True,True,True,True
1267,CLS,44.31,44.16,33.19,30.0,27.01,10.63,49.43,100.0,True,True,True,True,True,True,True,True,True
1269,CLSK,20.3,17.53,10.35,9.14,7.96,3.42,23.4,72.22,True,True,True,True,True,True,True,True,True
1274,CLW,40.08,39.74,36.88,36.33,35.38,29.4,43.94,76.98,True,True,True,True,True,True,True,True,True
1278,CMA,52.93,51.08,47.85,47.58,46.44,29.4,56.03,84.92,True,True,True,True,True,True,True,True,True
1288,CMG,2911.32,2788.72,2355.79,2255.0,2175.03,1780.0,2990.69,105.56,True,True,True,True,True,True,True,True,True
1289,CMI,292.8,280.46,246.09,244.22,238.2,200.14,302.86,101.59,True,True,True,True,True,True,True,True,True
1298,CMRE,11.34,11.13,10.16,10.12,9.92,7.38,11.46,75.4,True,True,True,True,True,True,True,True,True
1308,CNA,44.58,44.04,40.82,39.83,39.07,34.22,45.42,98.41,True,True,True,True,True,True,True,True,True
1320,CNM,55.83,52.11,40.97,38.55,35.98,25.25,59.75,125.4,True,True,True,True,True,True,True,True,True
1325,CNOBP,19.8,19.45,18.2,17.69,17.29,13.39,20.25,85.71,True,True,True,True,True,True,True,True,True
1327,CNQ,76.27,72.49,66.32,64.54,62.13,51.5,82.32,101.59,True,True,True,True,True,True,True,True,True
1337,CNX,24.0,22.25,21.45,21.27,20.63,14.56,24.62,95.24,True,True,True,True,True,True,True,True,True
1344,CODI,23.33,23.09,20.88,20.81,20.53,16.67,24.29,80.95,True,True,True,True,True,True,True,True,True
1348,COF,147.65,139.52,121.91,118.18,114.86,83.73,148.89,88.1,True,True,True,True,True,True,True,True,True
1354,COIN,235.68,225.01,150.46,134.49,117.73,48.49,279.71,92.06,True,True,True,True,True,True,True,True,True
1368,COOP,79.21,74.6,65.07,62.72,60.11,41.91,79.21,106.35,True,True,True,True,True,True,True,True,True
1370,COP,128.42,120.91,116.85,116.14,113.29,93.01,133.52,91.27,True,True,True,True,True,True,True,True,True
1382,CPAY,304.55,293.26,271.31,268.81,263.23,207.09,316.14,101.59,True,True,True,True,True,True,True,True,True
1385,CPF,19.57,18.99,18.02,17.66,17.3,12.75,19.93,86.51,True,True,True,True,True,True,True,True,True
1404,CR,135.17,129.7,112.63,106.76,101.85,67.94,138.02,103.97,True,True,True,True,True,True,True,True,True
1405,CRAI,147.25,134.69,111.04,109.45,105.06,82.86,150.53,109.52,True,True,True,True,True,True,True,True,True
1406,CRBG,27.06,26.05,22.44,21.05,19.9,13.33,28.95,116.67,True,True,True,True,True,True,True,True,True
1407,CRBP,38.13,35.54,17.09,14.55,11.62,3.16,47.08,91.27,True,True,True,True,True,True,True,True,True
1409,CRC,55.35,53.86,52.59,52.56,51.43,36.91,57.31,90.48,True,True,True,True,True,True,True,True,True
1412,CRDL,1.76,1.66,1.17,1.12,1.02,0.55,2.06,80.95,True,True,True,True,True,True,True,True,True
1415,CRESY,9.69,8.56,8.32,8.09,7.93,5.23,9.91,87.3,True,True,True,True,True,True,True,True,True
1424,CRIS,14.64,11.85,9.49,7.28,5.98,0.38,16.8,85.71,True,True,True,True,True,True,True,True,True
1434,CRNX,44.33,42.48,35.68,31.58,29.09,15.97,48.03,76.19,True,True,True,True,True,True,True,True,True
1435,CRON,2.44,2.33,2.1,2.06,1.99,1.67,2.88,73.81,True,True,True,True,True,True,True,True,True
1436,CROX,127.19,126.9,104.95,104.91,103.04,77.27,147.78,76.98,True,True,True,True,True,True,True,True,True
1437,CRS,78.99,69.68,67.39,65.29,63.02,44.35,80.41,103.97,True,True,True,True,True,True,True,True,True
1444,CRVO,24.07,19.22,12.01,10.25,8.6,3.0,25.93,79.37,True,True,True,True,True,True,True,True,True
1454,CSL,376.27,368.49,311.8,301.04,287.76,203.98,400.5,107.94,True,True,True,True,True,True,True,True,True
1464,CSTM,21.2,20.47,18.73,18.48,18.0,13.6,22.88,83.33,True,True,True,True,True,True,True,True,True
1466,CSWC,25.52,24.06,22.75,22.06,21.4,15.55,25.52,120.63,True,True,True,True,True,True,True,True,True
1468,CSWI,236.5,232.11,203.89,197.37,190.35,132.58,240.1,107.94,True,True,True,True,True,True,True,True,True
1470,CTAS,666.02,643.57,580.16,559.16,541.25,435.28,687.03,119.05,True,True,True,True,True,True,True,True,True
1472,CTBI,42.67,40.28,39.31,38.42,37.9,31.75,44.43,79.37,True,True,True,True,True,True,True,True,True
1486,CTR,41.4,39.88,35.18,34.14,32.97,25.42,42.58,110.32,True,True,True,True,True,True,True,True,True
1488,CTRE,23.75,23.4,22.03,21.4,20.91,17.46,24.52,87.3,True,True,True,True,True,True,True,True,True
1495,CTV,2.31,2.08,1.58,1.47,1.35,0.89,2.5,80.16,True,True,True,True,True,True,True,True,True
1507,CURV,4.87,4.48,4.05,3.64,3.47,1.23,6.35,82.54,True,True,True,True,True,True,True,True,True
1514,CVEO,25.5,24.78,22.51,21.54,20.81,17.47,27.77,87.3,True,True,True,True,True,True,True,True,True
1522,CVLY,22.69,22.42,21.77,21.44,21.2,15.8,25.53,71.43,True,True,True,True,True,True,True,True,True
1531,CW,253.47,244.83,222.83,216.78,209.6,157.44,259.13,103.97,True,True,True,True,True,True,True,True,True
1539,CWST,95.36,94.03,85.7,84.8,84.07,73.32,98.87,84.92,True,True,True,True,True,True,True,True,True
1548,CXW,15.05,15.02,13.86,12.89,12.32,8.33,16.11,88.89,True,True,True,True,True,True,True,True,True
1568,DAC,74.57,72.23,70.76,69.93,69.31,54.46,79.37,80.95,True,True,True,True,True,True,True,True,True
1571,DAKT,9.21,9.04,9.03,8.73,8.43,4.77,12.17,96.83,True,True,True,True,True,True,True,True,True
1582,DAVE,39.21,32.25,16.46,13.97,11.04,4.55,40.75,95.24,True,True,True,True,True,True,True,True,True
1583,DAWN,15.51,15.21,13.63,13.52,13.29,9.68,17.46,83.33,True,True,True,True,True,True,True,True,True
1585,DB,16.37,14.67,12.95,12.43,11.9,9.94,16.37,107.94,True,True,True,True,True,True,True,True,True
1598,DCO,53.44,50.62,49.34,48.46,47.71,40.76,56.81,91.27,True,True,True,True,True,True,True,True,True
1608,DDOG,127.17,125.81,113.88,110.58,107.91,62.69,136.15,107.14,True,True,True,True,True,True,True,True,True
1617,DELL,119.36,109.68,85.57,78.75,72.14,41.67,132.72,90.48,True,True,True,True,True,True,True,True,True
1621,DESP,12.1,10.51,8.89,8.59,8.12,5.1,13.14,91.27,True,True,True,True,True,True,True,True,True
1623,DFIN,64.94,62.52,59.51,56.65,55.08,41.78,65.53,101.59,True,True,True,True,True,True,True,True,True
1626,DFS,127.08,122.26,104.79,103.62,102.79,80.49,131.09,102.38,True,True,True,True,True,True,True,True,True
1642,DHR,251.87,248.69,229.44,228.18,225.06,185.1,256.19,92.86,True,True,True,True,True,True,True,True,True
1643,DHT,11.23,11.22,10.68,10.34,10.05,7.68,11.88,76.98,True,True,True,True,True,True,True,True,True
1647,DIBS,5.45,5.43,4.69,4.53,4.35,3.52,6.15,89.68,True,True,True,True,True,True,True,True,True
1654,DJCO,355.11,354.37,327.92,319.67,313.19,270.51,395.44,101.59,True,True,True,True,True,True,True,True,True
1657,DK,29.42,29.03,27.39,27.27,26.54,19.62,33.39,88.89,True,True,True,True,True,True,True,True,True
